artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_id,track_pop,artist_pop,name,album_id,release_date
The Murlocs,Young Blindness,Rolling On,5Cra5G974PUHma5AJJrtNK,0.246,0.792,9,-4.986,1,0.0323,0.000142,0.09,0.394,187.583,199787,4,0rH93aHDYyJfMAcPB9OKus,54,48,daily_mix_6,0GAkVVh5o6SvHAuxg2YMuO,2016-03-18
Post Animal,Puppy Dog,Puppy Dog,6d73p4S5nsFPWaAyfOluEa,0.46,0.675,0,-8.178,0,0.0389,0.0348,0.105,0.374,144.907,280190,4,4iaDWP59Z3e62DW7YWDbIE,44,47,daily_mix_6,2ZgMVfPCoq7uGbwnRH71eP,2022-03-16
The Velveteins,A Hot Second With The Velveteins,Hanging from the Ceiling,2OMH9Em0QhTxLt5e4kBmqE,0.318,0.736,11,-7.982,1,0.0456,0.00534,0.14,0.364,200.051,272387,3,1jUEqf1F3oW4JGoMfYxCvN,45,39,daily_mix_6,6yvkLNZeQb4HaXM2kZky9y,2016-05-27
Hinds,Leave Me Alone,Solar Gap,262RP3tcfodyNqGCgiMtFJ,0.421,0.475,9,-4.844,1,0.0381,0.108,0.0897,0.232,80.977,145333,3,4piFCokRN13muTud5Y2lhz,38,43,daily_mix_6,7a8el8qARmjR7p2j9PEtEl,2016-01-15
Balkans,Balkans,Troubled And Done,3wsyIaE9IU0OhaIB2FbowI,0.52,0.835,6,-4.897,0,0.0278,7.55e-05,0.175,0.575,142.065,224933,4,6ozbYaDYh9AFYciPvk6iBO,41,31,daily_mix_6,0vAzZE6Z6Jw05CpjxAqKo3,2011-05-10
The Nude Party,The Nude Party,Feels Alright,0QRPnkRK35yM6wYCQ1seo9,0.53,0.901,6,-5.761,1,0.0344,0.0175,0.0937,0.867,129.075,237253,4,5BxtbtwwHXC3HA5kAn06sK,50,48,daily_mix_6,7eL0YCyfl9aaNuzt3gn23Q,2018-07-06
The Shivas,Feels So Good // Feels So Bad,If I Could Choose,54eGgIfV3RvgUVgKpr4Fuw,0.37,0.685,7,-7.836,1,0.0327,0.00461,0.156,0.819,183.768,189734,4,2OZfuhYQm8IY95egVPC1U9,26,42,daily_mix_6,5QHfWTqP4K7A1xrhGAZKMc,2021-09-24
The Murlocs,Manic Candid Episode,Comfort Zone,7BnmRy2ivxW28hoApDWFKX,0.485,0.578,10,-6.157,1,0.0353,0.00222,0.105,0.346,127.135,239667,4,0rH93aHDYyJfMAcPB9OKus,34,48,daily_mix_6,33D2R7RBY0lPMgl6UKIqeO,2019-03-22
Jeffrey Lewis,A Turn in the Dream-Songs,Cult Boyfriend,4yYkAGcxY6H0NtNaRTzmpH,0.584,0.71,9,-7.64,1,0.198,0.0,0.307,0.924,79.34,156800,4,2Icsf5D1lAs2EFx6kggg5D,44,43,daily_mix_6,7HqSmbT8eQWB9Ta65a7sAi,2011-10-10
Self-Help,If I Left the Country...,Whippits,4ZpogCvkBfWLNxxa8nXkMA,0.437,0.626,11,-10.213,1,0.0387,0.0005,0.119,0.653,144.308,208810,4,6wI83RGyqZKQ6nJ3aKiLOz,22,28,daily_mix_6,3QyQMx7ULqsgq9w4GU4KrF,2020-09-18
Habibi,Habibi,Sweetest Talk,3Xt9sp779WQWqLYPVbLU0q,0.553,0.556,5,-9.98,1,0.0421,0.0447,0.123,0.763,172.869,137760,4,600GgDUq9kzGJgNIrVsWfz,37,39,daily_mix_6,11vaCG8601u7A6ViFQIRXA,2014-01-28
Balkans,Balkans,Flowers Everywhere,14TC9zbh5C4K6ey8J2ZCdS,0.0,0.858,3,-5.892,1,0.0,0.000534,0.232,0.0,0.0,246987,0,6ozbYaDYh9AFYciPvk6iBO,38,31,daily_mix_6,0vAzZE6Z6Jw05CpjxAqKo3,2011-05-10
Moses Gunn Collective,Mercy Mountain,Shalala,0Bl1Gt8R9kjz7JO7SYAuhe,0.452,0.729,7,-5.6,1,0.0304,0.0583,0.115,0.46,84.005,228015,4,66riSKDVOc3vPkeyju0q0o,59,47,daily_mix_6,4zM61adzXFpgNQYyBSSufT,2015-08-07
Ceramic Animal,Sweet Unknown,Tangled,4LbzdtRMTssvtEiGaf1lnS,0.649,0.683,5,-8.113,1,0.0378,0.000299,0.0796,0.803,121.71,227373,4,42PLkpL4mM4Szp7fiyj15X,49,45,daily_mix_6,6wnl46UovNWpw56ZBQKYPR,2022-03-04
The Nude Party,The Nude Party,Chevrolet Van,5QpkOt3hpNf4zns6FJ7JRH,0.577,0.81,4,-5.822,0,0.0412,8.41e-05,0.267,0.76,118.352,258147,4,5BxtbtwwHXC3HA5kAn06sK,53,48,daily_mix_6,7eL0YCyfl9aaNuzt3gn23Q,2018-07-06
The Murlocs,Old Locomotive,Noble Soldier,0qEJ3whHtdY11skgNa2zmD,0.468,0.734,6,-5.108,0,0.0337,0.000926,0.3,0.769,122.342,164560,4,0rH93aHDYyJfMAcPB9OKus,47,48,daily_mix_6,71MIPzM3cwZRMnftTRlICM,2017-07-28
Orions Belte,Scared of Heights,Scared of Heights,0ECSnAbvi4Vy2lalXJpklV,0.616,0.816,2,-5.757,1,0.0486,0.655,0.0796,0.529,155.993,219480,4,3Kzo2BzQIPQW0397gx9rRp,43,48,daily_mix_6,2hVP3xMttRUqZqrjkiK9Q0,2022-03-23
Oracle Sisters,Asc. Scorpio,Asc. Scorpio,13zkVsNIyXsagdlbg7ulWO,0.762,0.6,2,-6.636,1,0.0431,0.00703,0.0995,0.819,80.204,166601,4,2S11VlKvbvSKyyb7Wk4YP1,63,50,daily_mix_6,2Nsk6k3DXUFJ5sZifoM2fk,2020-03-11
Loving,If I Am Only My Thoughts,Visions,1rcxltU3Mzn8gN6Z8ly9Zh,0.658,0.67,7,-7.093,0,0.0255,0.0071,0.256,0.696,95.3,233559,4,4ftctxasGrW5Ud5Pbw6kWq,61,55,daily_mix_6,6v3mBUMjarq34pFwlXUKrl,2020-01-31
Worn-Tin,Thanatophobia,Sensitivity,1F9WFVKQ0PT4EiZNoZQu2d,0.705,0.529,4,-6.585,1,0.029,0.00338,0.42,0.931,110.207,237742,4,7j8ds7BnqaEKuz1a1GN0J9,55,45,daily_mix_6,5GBUYg5EqeDI0CuszAvDzj,2016-01-19
Blood Cultures,LUNO,Set it on Fire,77vUGvFLe3au334u9yBsGC,0.586,0.851,2,-4.287,1,0.0302,0.000608,0.106,0.435,112.062,213053,4,1kDqy7SpqyJ7aZi7cqSBis,46,51,daily_mix_6,73kcf9EkV6b0RT4xLBmumJ,2021-05-28
Babe Rainbow,The Babe Rainbow,Peace Blossom Boogy,0Mfcw67Xb68PJJNsfxRi7L,0.662,0.822,2,-4.565,1,0.0306,0.0342,0.105,0.861,112.036,194292,4,2UmG7WphL1CMN7mVWyhE7u,60,57,daily_mix_6,3kV1ahDexxqs8NZm4dZKJ2,2017-09-01
Beach Fossils,Somersault,Down the Line,05ZUxHiGT7VR6ShJjhwJxn,0.615,0.743,7,-6.569,1,0.041,0.00431,0.148,0.528,162.22,158474,4,1bwUhKRmEkOZ1wuTnV9XjC,70,63,daily_mix_6,2d7uieZPQtrUi5AQXwdsYV,2017-06-02
Miynt,Nothing personal,Nothing personal,65L7hHIrNPHfaWGwWfWDSm,0.625,0.571,11,-9.279,1,0.0379,0.235,0.055,0.0542,119.967,271410,4,4grFkvUAEj8IWdGDEJ2F4b,38,41,daily_mix_6,4SOLhoZmWjEGNWyL5ADkBy,2021-04-02
The Nude Party,The Nude Party,Wild Coyote,4LSPsnhIlQxoEgmL1ptu1M,0.362,0.774,6,-6.367,0,0.0455,0.0122,0.108,0.597,126.044,244867,4,5BxtbtwwHXC3HA5kAn06sK,48,48,daily_mix_6,7eL0YCyfl9aaNuzt3gn23Q,2018-07-06
The Growlers,Gay Thoughts - EP,Gay Thoughts,2HtRQoycUasDCpCsteWiwr,0.346,0.728,9,-7.747,0,0.0326,0.00485,0.154,0.966,204.732,280347,4,2RhgnQNC74QoBlaUvT4MEe,46,65,daily_mix_6,1O8EEUmMnk1EmsReCzW1KT,2015-12-08
Temples,Sun Structures (Deluxe Version),Shelter Song,2nDkHJPY0vpydGiiDABaS6,0.491,0.899,9,-3.315,1,0.0373,8.52e-05,0.167,0.537,126.061,190558,4,4ogwGU9VPWrnVBs1GEwZVV,47,50,daily_mix_6,4fN8Wj4c4nrXj6kogr6zgl,2014
King Gizzard & The Lizard Wizard,Magenta Mountain,Magenta Mountain,1mTZgUSvyG3I3O9onu3p5V,0.666,0.657,1,-8.726,1,0.0318,0.819,0.0981,0.434,92.747,364600,4,6XYvaoDGE0VmRt83Jss9Sn,61,67,daily_mix_6,5lqPdkAz8XUdjYIiTnZTZz,2022-03-29
Babe Rainbow,Today,Something New,24eMGcmzxR64yf45pN4K8i,0.629,0.597,11,-10.571,1,0.0273,0.0344,0.531,0.737,87.847,193251,4,2UmG7WphL1CMN7mVWyhE7u,58,57,daily_mix_6,0AVCRrmv8zuENn81egH8F2,2019-09-20
Post Animal,When I Think Of You In A Castle,Ralphie,0ubtINXSfA7mFoza07BBap,0.442,0.824,5,-4.569,1,0.0486,2.35e-06,0.224,0.389,144.249,275933,4,4iaDWP59Z3e62DW7YWDbIE,47,47,daily_mix_6,6OwMRrwnUsiIAQxdiIMuik,2018-04-20
Current Joys,Kids,Kids,3pyyGVqWvRMq43qtJBzxe0,0.828,0.66,6,-9.669,1,0.0337,0.403,0.0755,0.904,113.45,269143,4,0m5FakHKCQdA7UN0PIzMcL,76,72,daily_mix_6,39OIkrUzvzzCkwhXh9Rdeg,2015-03-08
Cage The Elephant,Thank You Happy Birthday,Flow,0MUzalPwRItswsuNThydQg,0.745,0.619,4,-10.939,0,0.0331,0.0126,0.133,0.0906,107.025,208200,4,26T3LtbuGT1Fu9m0eRq5X3,54,79,daily_mix_6,0WizSRN8LuMWhliou9PFlg,2011-01-10
The Growlers,City Club,I'll Be Around,1EXMtjti643XyQLiGDdki0,0.485,0.904,8,-3.48,0,0.0465,0.0,0.182,0.898,92.067,287136,4,2RhgnQNC74QoBlaUvT4MEe,54,65,daily_mix_6,4LO26juP3UnGdO3mB2imxl,2016-09-30
Surf Curse,Disco,Disco,2Lumsra3kuU61wXkEKzKaK,0.473,0.621,11,-8.698,0,0.0291,0.000366,0.19,0.782,173.083,152761,4,1gl0S9pS0Zw0qfa14rDD3D,72,75,daily_mix_6,46LE2xR4e92aVvo1QlUiS3,2019-06-12
The Nude Party,The Nude Party,Astral Man,4Ig9HspUaKy2cz6YA8pb6O,0.371,0.683,9,-7.769,1,0.0293,0.019,0.343,0.537,130.231,334880,4,5BxtbtwwHXC3HA5kAn06sK,52,48,daily_mix_6,7eL0YCyfl9aaNuzt3gn23Q,2018-07-06
Jack Harlow,First Class,First Class,1rDQ4oMwGJI7B4tovsBOxc,0.905,0.563,8,-6.135,1,0.102,9.71e-06,0.113,0.324,106.998,173948,4,2LIk90788K0zvyj2JJVwkJ,92,90,popular_50,4uVXrwE4aSV2L2aqAHSOXa,2022-04-08
Harry Styles,As It Was,As It Was,4LRPiXqCikLlN15c3yImP7,0.52,0.731,6,-5.338,0,0.0557,0.00101,0.311,0.662,173.93,167303,4,6KImCVD70vtIoJWnq6nGn3,100,91,popular_50,2pqdSWeJVsXAhHFuVLzuA8,2022-03-31
Glass Animals,Dreamland (+ Bonus Levels),Heat Waves,02MWAaffLxlfxAUY7c5dvx,0.761,0.525,11,-6.9,1,0.0944,6.7e-06,0.0921,0.531,80.87,238805,4,4yvcSjfu4PC0CYQyLy4wSq,94,87,popular_50,0KTj6k94XZh0c6IEMfxeWV,2020-08-06
Lil Nas X,MONTERO,INDUSTRY BABY (feat. Jack Harlow),5Z9KJZvQzH6PFmb8SNkxuk,0.741,0.691,10,-7.395,0,0.0672,0.0,0.0476,0.892,150.087,212353,4,7jVv8c5Fj3E9VhNjxT4snq,89,89,popular_50,6pOiDiuDQqrmo5DbG0ZubR,2021-09-17
The Kid LAROI,F*CK LOVE 3: OVER YOU,STAY (with Justin Bieber),5PjdY0CKGZdEuoNab3yDmX,0.591,0.764,1,-5.484,1,0.0483,0.0,0.103,0.478,169.928,141806,4,2tIP7SsRs7vjIcLrU85W8J,92,88,popular_50,4bZJWQhHKJckFLJuYdvyX2,2021-07-23
Olivia Rodrigo,SOUR,good 4 u,4ZtFanR9U6ndgddUvNcjcG,0.563,0.664,9,-5.044,1,0.154,0.0,0.0849,0.688,166.928,178147,4,1McMsnEElThX1knmY4oliG,94,91,popular_50,6s84u2TUpR3wdUv4NgKA2j,2021-05-21
Jack Harlow,Nail Tech,Nail Tech,62Yo3FDddWY8ydu6PW2wyz,0.647,0.581,4,-7.678,0,0.0884,7.76e-06,0.119,0.113,150.149,206385,4,2LIk90788K0zvyj2JJVwkJ,89,90,popular_50,72r4dr0xDsXOWRwP2o7ZIP,2022-02-18
Imagine Dragons,Mercury - Act 1,Enemy (with JID) - from the series Arcane League of Legends,1HhNoOuqm1a5MXYEgAFl8o,0.728,0.783,11,-4.424,0,0.266,0.0,0.434,0.555,77.011,173381,4,53XhwfbYqKCa1cC15pYq2q,88,92,popular_50,4fZIyJn2wKb51QPNnWYnqt,2021-09-03
Kodak Black,Back For Everything,Super Gremlin,1Y5Jvi3eLi4Chwqch9GMem,0.825,0.414,2,-6.634,1,0.144,0.0,0.357,0.106,72.993,200548,4,46SHBwWsqBkxI7EeeBEQG7,77,86,popular_50,7sX9VE0I4zbslanrLXR5aR,2022-02-25
Doja Cat,Planet Her,Woman,6Uj1ctrBOjOas8xZXGqKk4,0.824,0.764,5,-4.175,0,0.0854,0.00294,0.117,0.881,107.998,172627,4,5cj0lLjcoR7YOSnhnX0Po5,95,94,popular_50,1nAQbHeOWTfQzbOoFrvndW,2021-06-25
Justin Bieber,Justice,Ghost,6I3mqTwhRpn34SLVafSH7G,0.601,0.741,2,-5.569,1,0.0478,2.91e-05,0.415,0.441,153.96,153190,4,1uNFoZAHBGtllmzznpCI3s,92,96,popular_50,5dGWwsZ9iB2Xc3UKR0gif2,2021-03-19
J. Cole,2014 Forest Hills Drive,No Role Modelz,68Dni7IE4VyPkTOH9mRWHr,0.69,0.521,10,-8.492,0,0.339,0.0,0.0534,0.494,100.028,292799,4,6l3HvQ5sa6mXTsMTB19rO5,89,90,popular_50,0UMMIkurRUmkruZ3KGBLtG,2014-12-09
Lil Baby,Right On,Right On,6ws54n2IzyrIxxyzlG2bVJ,0.535,0.618,2,-5.668,1,0.382,0.0,0.103,0.211,165.991,213976,4,5f7VJjfbwm532GiveGC0ZK,77,92,popular_50,1dzpQiq9uhCaaeTGFmtn2p,2022-04-08
Lin-Manuel Miranda,Encanto (Original Motion Picture Soundtrack),We Don't Talk About Bruno,52xJxFP6TqMuO4Yt0eOkMz,0.577,0.45,0,-8.516,0,0.0834,0.0,0.111,0.83,205.863,216120,4,4aXXDj9aZnlshx7mzj3W1N,92,78,popular_50,25L8ck3KGcmCo3901ztPzR,2021-11-19
Drake,Certified Lover Boy,Knife Talk (with 21 Savage ft. Project Pat),2BcMwX1MPV6ZHP4tUT9uq6,0.849,0.424,5,-9.579,0,0.324,0.0,0.0834,0.153,145.887,242966,4,3TVXtAsR1Inumwj472S9r4,88,98,popular_50,3SpBlxme9WbeQdI9kx7KAV,2021-09-03
Doja Cat,Planet Her,Need to Know,3Vi5XqYrmQgOYBajMWSvCi,0.664,0.609,1,-6.509,1,0.0707,0.0,0.0926,0.194,130.041,210560,4,5cj0lLjcoR7YOSnhnX0Po5,91,94,popular_50,1nAQbHeOWTfQzbOoFrvndW,2021-06-25
Camila Cabello,Familia,Bam Bam (feat. Ed Sheeran),2DB4DdfCFMw1iaR6JaR03a,0.756,0.697,8,-6.377,1,0.0401,0.0,0.333,0.956,94.996,206071,4,4nDoRrQiYLoBzwC5BhVJzF,68,88,popular_50,4urxMitPAkjyey14LeuWSX,2022-04-07
The Walters,I Love You So,I Love You So,4SqWKzw0CbA05TGszDgMlc,0.575,0.648,10,-4.891,1,0.0358,0.0,0.115,0.466,75.977,160240,4,027TpXKGwdXP7iwbjUSpV8,93,78,popular_50,7ucm85tRsWk6EyVHaYAxe9,2014-11-28
Lil Nas X,MONTERO,THATS WHAT I WANT,0e8nrvls4Qqv5Rfa2UhqmO,0.737,0.846,1,-4.51,0,0.22,0.0,0.0486,0.546,87.981,143901,4,7jVv8c5Fj3E9VhNjxT4snq,94,89,popular_50,6pOiDiuDQqrmo5DbG0ZubR,2021-09-17
Lil Tjay,In My Head,In My Head,1HvTxgCj0mTzQlEo0zLvFb,0.684,0.545,1,-6.885,1,0.121,0.0,0.102,0.407,143.049,135264,4,6jGMq4yGs7aQzuGsMgVgZR,87,86,popular_50,5pK7kqzGXSY7xoLMhfHlql,2022-04-01
Arctic Monkeys,Favourite Worst Nightmare (Standard Version),505,58ge6dfP91o9oXMzq3XkIS,0.52,0.852,0,-5.866,1,0.0543,5.79e-05,0.0733,0.234,140.267,253587,4,7Ln80lUS6He07XvHI8qqHH,84,88,popular_50,6rsQnwaoJHxXJRCDBPkBRw,2007-04-24
Steve Lacy,Dark Red,Dark Red,37y7iDayfwm3WXn5BiAoRk,0.603,0.783,6,-4.023,1,0.062,7.96e-06,0.119,0.775,172.041,173104,4,57vWImR43h4CaDao012Ofp,89,81,popular_50,5fvUFzgVEni3L7769OabqQ,2017-02-20
Dove Cameron,Boyfriend,Boyfriend,59CfNbkERJ3NoTXDvoURjj,0.345,0.612,7,-6.543,0,0.0608,0.0,0.194,0.232,179.773,153000,3,2W8yFh0Ga6Yf3jiayVxwkE,93,80,popular_50,4jUfPmvZGiRRJwULbfk1dc,2022-02-11
"Tyler, The Creator",Flower Boy,See You Again (feat. Kali Uchis),7KA4W4McWYRpgf0fWsJZWB,0.558,0.559,6,-9.222,1,0.0959,7.49e-06,0.109,0.62,78.558,180387,4,4V8LLVI7PbaPR0K2TGSxFF,87,90,popular_50,2nkto6YNI4rUYTLqEwWJ3o,2017-07-21
Olivia Rodrigo,SOUR,traitor,5CZ40GBx1sQ9agT82CLQCT,0.38,0.339,3,-7.885,1,0.0338,0.0,0.12,0.0849,100.607,229227,4,1McMsnEElThX1knmY4oliG,92,91,popular_50,6s84u2TUpR3wdUv4NgKA2j,2021-05-21
Baby Keem,The Melodic Blue,family ties (with Kendrick Lamar),3QFInJAm9eyaho5vBzxInN,0.711,0.611,1,-5.453,1,0.33,0.0,0.23,0.144,134.093,252262,4,5SXuuuRpukkTvsLuUknva1,81,82,popular_50,3r46DPIQeBQbjvjjV5mXGg,2021-09-10
The Neighbourhood,I Love You.,Sweater Weather,2QjOHCTQ1Jl3zawyYOpxh6,0.612,0.807,10,-2.81,1,0.0336,0.0177,0.101,0.398,124.053,240400,4,77SW9BnxLY8rJ0RciFqkHh,92,89,popular_50,4xkM0BwLM9H2IUcbYzpcBI,2013-04-19
WILLOW,ARDIPITHECUS,Wait a Minute!,0y60itmpH0aPKsFiGxmtnh,0.764,0.705,3,-5.279,0,0.0278,1.94e-05,0.0943,0.672,101.003,196520,4,3rWZHrfrsPBxVy692yAIxF,88,83,popular_50,0wfne2JijoxJm0qzJd3V5h,2015-01-11
Elton John,The Lockdown Sessions,Cold Heart - PNAU Remix,7rglLriMNBPAyuJOMGwi39,0.795,0.8,1,-6.32,1,0.0309,7.25e-05,0.0915,0.934,116.032,202735,4,3PhoLpVuITZKcymswpck5b,77,88,popular_50,7wHczdY0ek3FHnfVhk10om,2021-10-22
Ed Sheeran,=,Shivers,50nfwKoDiSYg8zOCREWAm5,0.788,0.859,2,-2.724,1,0.0856,0.0,0.0424,0.822,141.02,207853,4,6eUKZXaKkcviH0Ku9w2n3V,94,96,popular_50,32iAEBstCjauDhyKpGjTuq,2021-10-29
Doja Cat,Planet Her,Kiss Me More (feat. SZA),3DarAbFujv6eYNliUTyqtz,0.764,0.705,8,-3.463,1,0.0284,8.92e-05,0.12,0.781,110.97,208667,4,5cj0lLjcoR7YOSnhnX0Po5,87,94,popular_50,1nAQbHeOWTfQzbOoFrvndW,2021-06-25
Gunna,DS4EVER,pushin P (feat. Young Thug),3XOalgusokruzA5ZBA2Qcb,0.773,0.422,1,-4.572,0,0.187,0.00693,0.129,0.488,77.502,136267,1,2hlmm7s2ICUX0LVIhVFlZQ,89,91,popular_50,02uWB8Kekadkl3yGBoOOcx,2022-01-13
Yeat,Up 2 Më,Monëy so big,7BbaIYAdi3pg4MGl6PHwPv,0.693,0.575,2,-7.633,1,0.0906,0.0,0.104,0.353,138.016,160052,4,3qiHUAX7zY4Qnjx8TNUzVx,87,86,popular_50,1x55Z0fYARLdeJVjG2UESs,2021-09-10
Shawn Mendes,When You're Gone,When You're Gone,0U1W2LZVUX7qTm7dDpqxh6,0.603,0.691,5,-5.805,1,0.0372,0.0,0.583,0.577,147.148,172267,4,7n2wHs1TKAczGzO7Dd2rGr,88,89,popular_50,4EGVr9mSwFPoqvDMkiahJp,2022-03-31
Frank Ocean,channel ORANGE,Lost,3GZD6HmiNUhxXYf8Gch723,0.913,0.603,8,-4.892,1,0.226,0.000503,0.167,0.497,123.061,234093,4,2h93pZq0e7k5yf4dywlkpM,89,87,popular_50,392p3shh2jkxUxY2VHvlH8,2012-07-10
Billie Eilish,Happier Than Ever,Happier Than Ever,4RVwu0g32PAqgUiJoXsdF8,0.332,0.225,0,-8.697,1,0.0348,0.00349,0.128,0.297,81.055,298899,3,6qqNVTkY8uBg9cP3Jd7DAH,91,92,popular_50,0JGOiO34nwfUdDrD612dOp,2021-07-30
Adele,30,Easy On Me,46IZ0fSY2mpAiktS3KOqds,0.604,0.366,5,-7.519,1,0.0282,0.0,0.133,0.13,141.981,224695,4,4dpARuHxo51G3z768sgnrY,88,91,popular_50,21jF5jlMtzo94wbxmJ18aa,2021-11-19
Morgan Wallen,Dangerous: The Double Album,Wasted On You,3cBsEDNhFI9E82vPj3kvi3,0.505,0.657,11,-5.24,0,0.0318,0.00107,0.126,0.252,196.0,178520,3,4oUHIQIBe0LHzYfvXNW4QM,82,86,popular_50,6JlCkqkqobGirPsaleJpFr,2021-01-08
Olivia Rodrigo,SOUR,deja vu,6HU7h9RYOaPRFeh0R3UeAr,0.442,0.612,2,-7.222,1,0.112,5.7e-06,0.37,0.178,180.917,215507,4,1McMsnEElThX1knmY4oliG,90,91,popular_50,6s84u2TUpR3wdUv4NgKA2j,2021-05-21
Em Beihold,Numb Little Bug,Numb Little Bug,3o9kpgkIcffx0iSwxhuNI2,0.742,0.527,8,-6.892,0,0.0769,0.0,0.25,0.638,84.974,169238,4,7o2ZQYM7nTsaVdkXY38UAA,89,74,popular_50,20zaiRxxUfDqdCKsdSo7HM,2022-01-28
GAYLE,abcdefu,abcdefu,4fouWK6XVHhzl78KzQ1UjL,0.695,0.54,4,-5.692,1,0.0493,0.0,0.367,0.415,121.932,168602,4,2VSHKHBTiXWplO8lxcnUC9,97,83,popular_50,6tUQPKlpR4x1gjrXTtOImI,2021-08-13
Elley Duhé,MIDDLE OF THE NIGHT,MIDDLE OF THE NIGHT,58HvfVOeJY7lUuCqF0m3ly,0.41,0.611,4,-8.271,0,0.0467,0.0,0.116,0.0899,185.727,184448,3,67MNhiAICFY6Pwc2YxCO0K,94,80,popular_50,4hYYpUC8Ewb74tP23Y1lmM,2020-01-10
Charlie Puth,Light Switch (Instrumental),Light Switch,3AVXwaOGCEL8cmBecfcsFJ,0.69,0.626,6,-5.693,1,0.306,0.000335,0.0881,0.912,184.009,185681,4,6VuMaDnrHyPL1p4EHjYLi7,82,85,popular_50,4RRj9PqBj79OFDB2ydM7qs,2022-01-19
Lil Durk,7220,Broadway Girls (feat. Morgan Wallen),2pOUHNwZJrFffS42SxPwt0,0.659,0.745,10,-3.599,1,0.0347,0.0,0.296,0.54,74.967,185600,4,3hcs9uc56yIGFCSy9leWe7,74,90,popular_50,0vRN2oePynCSTspdY9NDsM,2022-03-11
Yahritza Y Su Esencia,Soy El Unico,Soy El Unico,6QBqlD1zfGNZa7dNTLcx4B,0.625,0.457,4,-4.397,0,0.0296,0.0,0.109,0.67,168.753,213972,3,51ZSh80McCt7vbqHouzW0A,0,69,popular_50,1V2ihogZlxYHpoNH5PgS6M,2022-03-30
"Tyler, The Creator",IGOR,NEW MAGIC WAND,0fv2KH6hac06J86hBUTcSf,0.621,0.73,5,-5.414,0,0.107,0.000131,0.673,0.464,139.566,195320,4,4V8LLVI7PbaPR0K2TGSxFF,87,90,popular_50,5zi7WsKlIiUXv09tbGLKsE,2019-05-17
Lil Durk,7220,What Happened To Virgil (feat. Gunna),7ohROa13QK43JBRqfCmz4P,0.795,0.526,6,-9.086,0,0.204,2e-06,0.134,0.194,140.037,181393,4,3hcs9uc56yIGFCSy9leWe7,81,90,popular_50,0vRN2oePynCSTspdY9NDsM,2022-03-11
Becky G,MAMIII,MAMIII,1ri9ZUkBJVFUdgwzCnfcYs,0.843,0.7,4,-3.563,0,0.0803,0.0,0.14,0.899,93.991,226088,4,4obzFoKoKRHIphyHzJ35G3,95,86,popular_50,6GHUywBU0u92lg0Dhrt40R,2022-02-10
Lil Uzi Vert,Luv Is Rage 2 (Deluxe),20 Min,0uxSUdBrJy9Un0EYoBowng,0.773,0.75,8,-4.009,0,0.117,0.0,0.174,0.783,123.426,220587,4,4O15NlyKLIASxsJ0PrXPfz,86,90,popular_50,0zicd2mBV8HTzSubByj4vP,2017-11-17
NEIKED,Better Days (NEIKED x Mae Muller x Polo G),Better Days (NEIKED x Mae Muller x Polo G),6f5ExP43esnvdKPddwKXJH,0.717,0.671,0,-5.077,0,0.0337,2.54e-06,0.0921,0.699,110.054,160657,4,5H6xmHXjsq98NLbEjuE29f,88,74,popular_50,2wcv0lHk5fUYyNGKugGa7q,2021-09-24
