artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_id,track_pop,artist_pop,release_date,artist_genre,name
Arctic Monkeys,AM,R U Mine?,2LlvrdnLa3XbB1b4jYuCnl,0.288,0.758,6,-5.692,0,0.0371,0,0.303,0.619,97.094,201726,4,7Ln80lUS6He07XvHI8qqHH,0.0,82.0,2013-09-09,garage rock,5/10/21
Arctic Monkeys,AM,Do I Wanna Know?,5FVd6KXrgO9B3JPmC8OPst,0.548,0.532,5,-7.596,1,0.0323,0.000263,0.217,0.405,85.03,272394,4,7Ln80lUS6He07XvHI8qqHH,86.0,82.0,2013-09-09,garage rock,5/10/21
Franz Ferdinand,You Could Have It So Much Better,Do You Want To,0vek0LcCbvcMtj0GkXMMJy,0.413,0.942,0,-2.871,1,0.0453,0.000412,0.689,0.759,123.085,215000,4,0XNa1vTidXlvJ2gHSsRi4A,0.0,64.0,2005-10-03,alternative rock,5/10/21
The Standells,Dirty Water (Expanded Edition),Dirty Water,3NINDFPIYnyT26cWWRomOQ,0.62,0.781,9,-5.938,1,0.0379,0,0.187,0.864,144.707,167253,4,4BM6qze88exQPVILQpcYpj,49.0,32.0,1966-05-01,bubblegum pop,5/10/21
The Knickerbockers,Greatest Hits,Lies (are breaking my heart),6ybSSVTO6vMVJUk2bM68Y7,0.491,0.696,9,-10.114,1,0.0301,0,0.211,0.893,144.765,165360,4,3L13VZ9rCpmR1p7p6A2WGu,31.0,27.0,1965-01-01,bubblegum pop,5/10/21
Whiskeytown,Strangers Almanac,16 Days,3aFMz2anc9vurZw6bPunI6,0.574,0.72,0,-6.565,1,0.0508,9.88e-06,0.0998,0.406,127.553,234667,4,0tyLMmQvEuyQR4qjGBdbem,50.0,39.0,1997-01-01,alternative country,5/10/21
That’s Alright,Elvis Presley,That's Alright Mam,0MTQmaTvjOFFlUdfprpGKC,0.668,0.539,2,-5.573,1,0.0305,6.93e-05,0.261,0.721,104.932,117773,4,02xnrrLIF8U8wpWTBBEDSO,0.0,0.0,2008-05-30,,5/10/21
The Shadows Of Knight,Gloria,Oh Yeah,55TAMPcVRoKJMAge37tkhr,0.658,0.405,9,-9.438,1,0.0356,6.57e-05,0.0943,0.666,119.878,168293,4,0NRN3tnDVDspHMCfyu2ZwT,26.0,26.0,1966,bubblegum pop,5/10/21
Count Five,Psychotic Reaction,Psychotic Reaction,5JcaA4A9ZoXthwEnxOxWvP,0.358,0.753,11,-6.641,1,0.0986,0.0199,0.266,0.688,164.896,185524,4,57WXdjUf5Vlq3klNZegeTP,55.0,37.0,1966-01-01,bubblegum pop,5/10/21
The Blues Magoos,Psychedelic Resurrection,Tobacco Road,0hQRwlGfdXr8QgLEWz2QQr,0.371,0.937,4,-8.703,1,0.0424,0.14,0.0784,0.778,136.325,336360,4,7peASGSN6FkIFQ3XjLfBtB,22.0,27.0,2014-10-14,bubblegum pop,5/10/21
The Chocolate Watchband,I'm Not Like Everybody Else (Re-Recorded),Let's Talk About Girls (Re-Recorded),0ct6CR2pMxCMyhTpdRDRcQ,0.534,0.757,9,-8.649,1,0.0711,0,0.316,0.148,106.419,168173,4,0BNTrhhkZLsbcWAidMz98A,16.0,28.0,2015-05-26,bubblegum pop,5/10/21
The Third Rail,ID Music,Run Run Run,37zdCyboXQ6nfT468R5eaF,0.486,0.483,0,-10.731,1,0.0431,8.01e-06,0.124,0.608,133.463,118413,4,5LL2DywIzLG6OHVjzlOFgw,12.0,3.0,1967-10-16,,5/10/21
The Human Beinz,Nobody But Me,Nobody But Me,4QkvD53COA5qLA7rQ1Pa7D,0.568,0.75,2,-8.913,1,0.0466,0,0.121,0.407,75.82,140440,4,7KdxWrkwsSjIxyHL0HNtiv,57.0,39.0,1968-01-01,bubblegum pop,5/10/21
The Gants,Road Runner! The Best Of The Gants,I Wonder,6lNM1WozKdQiieZmf7fV0m,0.613,0.811,6,-8.87,0,0.0322,1.34e-05,0.0826,0.932,127.691,152600,4,4hQdlCkPUoEWM0l4wSqJbz,29.0,19.0,2000-01-01,classic garage rock,5/10/21
The Ar-Kaics,In This Time,She's Obsessed With Herself,0XJhm1Hjk4jx2WLkxIdXms,0.594,0.837,2,-5.118,0,0.0311,1.63e-06,0.271,0.878,127.36,206907,4,56z8xHmmSZ4AAszA6EFyP8,7.0,7.0,2018-10-26,,5/10/21
The Ar-Kaics,Ar-Kives: Volume 1,Let Me In,1tnsIqVlYNtp7iBlRCpUbV,0.489,0.89,8,-6.829,1,0.0442,0.00263,0.105,0.626,120.374,250147,4,56z8xHmmSZ4AAszA6EFyP8,12.0,7.0,2020-06-12,,5/10/21
The Ar-Kaics,To Be Free,To Be Free,2GWMr883PWnFtYY41QGP0U,0.699,0.597,0,-10.953,1,0.0316,0.000412,0.0866,0.792,114.348,180037,4,56z8xHmmSZ4AAszA6EFyP8,10.0,7.0,2020-12-11,,5/10/21
Houndmouth,Little Neon Limelight,Say It,4hqsg6viSC2UoLKUydMFOO,0.221,0.874,6,-4.412,1,0.0493,0.000272,0.359,0.552,191.001,202400,4,7EGwUS3c5dXduO4sMyLWC5,0.0,57.0,2015-03-17,deep new americana,5/10/21
The Easybeats,The Definitive Anthology,Sorry,31imY3UpHna3fB9fQ2PAgp,0.586,0.718,11,-8.582,1,0.0484,4.19e-05,0.0637,0.933,90.018,156160,4,1pJEZXU2hJApJW3rM7LmMu,0.0,42.0,2003-01-01,australian rock,5/10/21
Grouplove,Spreading Rumours,Raspberry,1F5A4LpF8ylUVtPoMAvNvn,0.492,0.779,3,-5.022,1,0.0498,0,0.129,0.445,104.966,196027,4,3kVUvbeRdcrqQ3oHk5hPdx,66.0,64.0,2013-09-17,indie rock,5/10/21
The Black Keys,Crawling Kingsnake,Crawling Kingsnake,1zZ6LjE8OzSOcqW4P0xQ3M,0.384,0.827,5,-5.727,0,0.035,0.526,0.111,0.502,86.12,368702,4,7mnBLXK823vNxN3UWB7Gfz,34.0,70.0,2021-04-15,alternative rock,4/15/2021
Blaze Foley,Sittin' by the Road,Clay Pigeons,2bbmdWor8U0QVHxLiwo4SP,0.388,0.217,6,-14.624,1,0.0447,7.87e-06,0.116,0.307,81.0,180813,4,1TlScGwN8MmIZ7kIYGjSZA,52.0,44.0,2010-05-15,alternative country,4/15/2021
Kurt Vile,How Lucky,How Lucky,4iK3yOQKoby2b9gvCmUwsR,0.517,0.432,5,-9.956,1,0.0293,0.000798,0.362,0.539,171.175,203117,4,5gspAQIAH8nJUrMYgXjCJ2,57.0,57.0,2020-09-24,indie rock,4/15/2021
Shakey Graves,Roll The Bones X,Proper Fence,01mTUFu3ueMQpCJZbouqNT,0.715,0.44,8,-11.006,1,0.0418,0.0295,0.117,0.411,107.248,200617,4,1fZpYWNWdL5Z3wrDtISFUH,33.0,58.0,2021-04-02,austin americana,4/15/2021
Shakey Graves,Roll The Bones X,Business Lunch,7g7T7woSNNN1pmkyevsZSF,0.644,0.522,11,-14.451,0,0.088,0.137,0.311,0.277,117.085,306207,4,1fZpYWNWdL5Z3wrDtISFUH,42.0,58.0,2021-04-02,austin americana,4/15/2021
Shakey Graves,Roll The Bones X,Saving Face (Early Version Of Roll The Bones),3G67TCzh8Qwj5Rsbm4r2BT,0.66,0.318,1,-15.526,1,0.0404,0.703,0.0795,0.651,119.91,221031,4,1fZpYWNWdL5Z3wrDtISFUH,27.0,58.0,2021-04-02,austin americana,4/15/2021
Shakey Graves,Roll The Bones X,Roll The Bones,2G3sV2KDDFo3wd93FEdhLo,0.582,0.373,7,-12.826,1,0.0326,0.0705,0.112,0.182,113.218,244272,4,1fZpYWNWdL5Z3wrDtISFUH,45.0,58.0,2021-04-02,austin americana,4/15/2021
Shakey Graves,Roll The Bones X,Georgia Moon,7oJtiTDIvBrQZ0bvjICXbG,0.586,0.258,5,-13.003,1,0.038,0.0161,0.132,0.353,74.648,163605,4,1fZpYWNWdL5Z3wrDtISFUH,39.0,58.0,2021-04-02,austin americana,4/15/2021
Caamp,Square One,Square One,5taOnvtHJUxuaqaLdMNqFd,0.685,0.25,4,-15.138,1,0.0416,0.000306,0.108,0.317,103.387,186795,4,0wyMPXGfOuQzNR54ujR9Ix,59.0,67.0,2021-02-26,indie folk,4/15/2021
Caamp,Caamp,Iffy,26jTwp6phFiELR3454BUTk,0.425,0.294,10,-10.754,1,0.0498,8.43e-06,0.367,0.312,186.027,236348,4,0wyMPXGfOuQzNR54ujR9Ix,59.0,67.0,2016-03-08,indie folk,4/15/2021
Caamp,Caamp,Vagabond,3HAgxyWGeJtIVabS2mTREt,0.571,0.399,4,-11.919,1,0.0364,0.0146,0.0926,0.611,141.922,129464,4,0wyMPXGfOuQzNR54ujR9Ix,71.0,67.0,2016-03-08,indie folk,4/15/2021
Caamp,By and By,By and By,75nZ4W6quZhI55LKiqCXWh,0.584,0.474,9,-7.981,1,0.0258,2.69e-06,0.115,0.332,101.457,280795,4,0wyMPXGfOuQzNR54ujR9Ix,67.0,67.0,2019-07-26,indie folk,4/15/2021
Caamp,Boys (Side B),Song for a Friend,7cpz6hJMwGp4WWupErggGk,0.524,0.388,7,-10.809,1,0.0296,0.0478,0.316,0.648,128.145,198101,4,0wyMPXGfOuQzNR54ujR9Ix,46.0,67.0,2018-07-27,indie folk,4/15/2021
Twin Peaks,Ferry Song,Ferry Song,0bPMyExf0L0Ghz76rp2prx,0.633,0.53,4,-8.442,1,0.0271,6.92e-06,0.215,0.511,80.574,228720,4,1xD85sp0kecIVuMwUHShxs,17.0,47.0,2019-08-20,chicago indie,3/28/2021
Ethan Tasch,How Are You,How Are You,0qEHThgZt3tBipnvHL5PYt,0.51,0.585,4,-5.363,1,0.0299,0.00397,0.122,0.303,109.057,273468,4,5QeOEXfGjdzdEsUOHODPCw,33.0,43.0,2021-03-24,indie pop,3/28/2021
Stephen Malkmus,Xian Man,Xian Man,3wSNH5qQ0kLN6vZoXHN2Qe,0.626,0.722,6,-4.205,1,0.0275,0.178,0.318,0.692,118.777,246907,4,0WISkx0PwT6lYWdPqKUJY8,0.0,36.0,2020-01-22,alternative rock,3/28/2021
Phoenix,Alphabetical,Everything Is Everything,3pzJXZ1PW3l3B69PoTx5lC,0.699,0.814,6,-7.628,1,0.0339,0.0172,0.104,0.964,109.071,178613,4,1xU878Z1QtBldR7ru9owdU,50.0,62.0,2004-03-22,alternative dance,3/28/2021
Fleece,Do U Mind? (Leave the Light On),Do U Mind? (Leave the Light On),5d1TzfQh1uuIwh3HQXMyGa,0.625,0.358,5,-8.545,0,0.0279,0.0171,0.11,0.238,84.609,222929,4,3M8JKaNdIRChzvxVK1XxKm,46.0,42.0,2021-02-03,indie garage rock,3/28/2021
King Tuff,I'm Free,I'm Free,1Saa24HkZUvve5NIucllUU,0.606,0.445,4,-10.163,1,0.0303,1.99e-05,0.0962,0.0999,124.742,164160,1,0uI2HyW0eIbTbyH3S2XDHI,0.0,38.0,2020-02-20,garage pop,3/28/2021
Fleece,Love Song for the Haters,Love Song for the Haters,5PNmLOkhsm69IfOdHknhmR,0.362,0.519,3,-7.032,1,0.0359,0.000582,0.0872,0.318,117.638,278968,4,3M8JKaNdIRChzvxVK1XxKm,35.0,42.0,2020-04-10,indie garage rock,3/28/2021
Cage The Elephant,Melophobia,Telescope,0tkBOcK7oRVXQJY97zzSvr,0.589,0.481,0,-4.801,1,0.0285,1.33e-05,0.0986,0.176,93.568,228293,4,26T3LtbuGT1Fu9m0eRq5X3,66.0,73.0,2013-10-08,modern alternative rock,3/28/2021
Whitney,Light Upon the Lake,No Woman,1CLmFKW99S8eJrebO3GB04,0.581,0.4,2,-8.739,1,0.0291,0.576,0.161,0.433,112.331,237973,4,32aUoW94mJ7xTJI7fG0V1G,2.0,53.0,2016-06-03,chicago indie,3/28/2021
Kurt Vile,How Lucky,How Lucky,4iK3yOQKoby2b9gvCmUwsR,0.517,0.432,5,-9.956,1,0.0293,0.000798,0.362,0.539,171.175,203117,4,5gspAQIAH8nJUrMYgXjCJ2,57.0,57.0,2020-09-24,indie rock,3/28/2021
Blaze Foley,Sittin' by the Road,Clay Pigeons,2bbmdWor8U0QVHxLiwo4SP,0.388,0.217,6,-14.624,1,0.0447,7.87e-06,0.116,0.307,81.0,180813,4,1TlScGwN8MmIZ7kIYGjSZA,52.0,44.0,2010-05-15,alternative country,3/28/2021
The Beatles,Let It Be (Remastered),Across The Universe - Remastered 2009,4dkoqJrP0L8FXftrMZongF,0.257,0.412,1,-11.788,1,0.0287,8.68e-05,0.0702,0.858,152.126,228133,4,3WrFJ7ztbogyGnTHbHJFl2,66.0,82.0,1970-05-08,beatlesque,3/28/2021
The Beatles,The Beatles (Remastered),"Ob-La-Di, Ob-La-Da - Remastered 2009",1gFNm7cXfG1vSMcxPpSxec,0.818,0.728,10,-8.331,1,0.0314,0.0642,0.251,0.975,113.059,188960,4,3WrFJ7ztbogyGnTHbHJFl2,71.0,82.0,1968-11-22,beatlesque,3/28/2021
The Knack,Get The Knack,Maybe Tonight,2UFtcdHQnzDkLJ9a8GIUkU,0.468,0.331,2,-12.49,1,0.0363,0,0.091,0.677,168.805,243093,4,0Nn9YwJzcaeuU1jJL06e3r,22.0,56.0,1979-01-01,album rock,3/28/2021
The Clash,London Calling (Remastered),Train in Vain (Stand by Me) - Remastered,6ITuEsxEy2qPhqMowdDAeI,0.762,0.722,2,-8.712,1,0.0428,0.000368,0.132,0.966,122.769,194667,4,3RGLhK1IP9jnYFH4BRFJBS,66.0,69.0,1979,classic rock,3/18/2021
Mott The Hoople,All The Young Dudes (Expanded Edition),All the Young Dudes,0WNGPpmWqzPnk0psUhJ3SX,0.429,0.668,4,-7.539,0,0.044,0,0.538,0.398,77.737,211067,4,6ysQi6NI88X627t2srsWz6,64.0,48.0,1972,album rock,3/18/2021
Violent Femmes,Violent Femmes: Deluxe Edition,Kiss Off,1g8TgfieW1i94RCS7aXk3n,0.661,0.662,4,-8.88,0,0.0931,0,0.131,0.825,87.119,176720,4,0rpMdBzQXf7aYRnu5fDBJy,0.0,57.0,1982,acoustic punk,3/18/2021
T. Rex,Electric Warrior [Expanded & Remastered],Monolith - 2003 Remaster,7jLYNCaTmEe1OnhYhGtfeC,0.5,0.557,0,-10.54,1,0.0526,5.34e-05,0.0826,0.48,81.764,229560,4,3dBVyJ7JuOMt4GE9607Qin,40.0,59.0,1971-09-24,album rock,3/18/2021
T. Rex,Electric Warrior [Expanded & Remastered],Life's a Gas - 2003 Remaster,1MU62iuv0tVWWVkqHcY1tx,0.611,0.348,7,-13.426,1,0.0492,4.09e-05,0.0902,0.8,124.822,144760,4,3dBVyJ7JuOMt4GE9607Qin,41.0,59.0,1971-09-24,album rock,3/18/2021
Ramones,End of the Century (Expanded 2005 Remaster),Danny Says - 2002 Remaster,6kncyvw17p7zNhf37TrYRH,0.588,0.63,11,-8.818,1,0.0439,0.000871,0.0681,0.584,120.068,185413,4,1co4F2pPNH8JjTutZkmgSm,40.0,64.0,1980-02-04,classic rock,3/18/2021
Led Zeppelin,Houses of the Holy (Deluxe Edition),D'yer Mak'er - Remaster,4ItljeeAXtHsnsnnQojaO2,0.525,0.929,9,-8.56,0,0.0784,2.9e-05,0.0754,0.556,163.503,262748,4,36QJpDe2go2KgaRleHCDTp,67.0,75.0,1973-03-28,album rock,3/18/2021
The Clash,London Calling (Remastered),Rudie Can't Fail - Remastered,4W9zZsQKsqikYbKM9vcN5Q,0.636,0.684,6,-9.37,0,0.0596,0,0.0402,0.684,96.989,208867,4,3RGLhK1IP9jnYFH4BRFJBS,52.0,69.0,1979,classic rock,3/18/2021
Cage The Elephant,Melophobia,Cigarette Daydreams,2tznHmp70DxMyr2XhWLOW0,0.636,0.676,2,-3.442,1,0.0263,0,0.0831,0.273,113.98,208760,4,26T3LtbuGT1Fu9m0eRq5X3,79.0,73.0,2013-10-08,modern alternative rock,3/18/2021
Tame Impala,Lonerism,Elephant,6qZjm61s6u8Ead9sWxCDro,0.598,0.553,9,-6.742,0,0.0397,0.157,0.257,0.533,123.075,211227,4,5INjqkS1o8h1imAzPqGZBb,72.0,77.0,2012-01-01,australian psych,3/18/2021
Cage The Elephant,Thank You Happy Birthday,Shake Me Down,1Hb1IJ9bBCa6wo3fRtexnJ,0.457,0.613,9,-5.756,1,0.0295,0.000406,0.0711,0.132,105.111,211373,4,26T3LtbuGT1Fu9m0eRq5X3,61.0,73.0,2011-01-10,modern alternative rock,3/18/2021
The Academic,Acting My Age,Acting My Age,3kcX1eNaWhs3uqgwpRWgID,0.66,0.768,9,-3.945,1,0.0266,2.09e-05,0.326,0.77,120.03,222313,4,3VLf4DlBTN2ZRwygS3TNti,56.0,53.0,2020-07-06,irish indie,3/18/2021
Minutemen,Double Nickels on the Dime,History Lesson Part 2,45fq6kIQtooot7WVRsXAum,0.683,0.241,0,-16.192,1,0.0475,0.522,0.085,0.727,121.213,132133,4,0z6zRFzl5njXWLVAisXQBz,41.0,43.0,1984-07-24,alternative rock,3/18/2021
Stanley Brinks and The Wave Pictures,Orange Juice,Orange Juice,2PkC4vf6KE4lPMea6Ce20c,0.733,0.721,9,-5.117,1,0.0629,8.61e-05,0.133,0.797,117.05,200149,4,5rj3M9qmjkCvStwlulF3jx,44.0,26.0,2014-01-20,anti-folk,3/18/2021
Orange Juice,Rip It Up,Rip It Up,1eamsmwcYYhJwTgMFdQ6YN,0.881,0.546,7,-9.357,1,0.0407,0.000149,0.0497,0.852,102.814,320413,4,2u7xZP39dtED9EuRX9MUwu,54.0,41.0,1982-11-01,alternative rock,3/18/2021
Pixies,Complete B Sides,Wave of Mutilation (UK Surf),2KSSbWLAWSzaso01DEP32W,0.642,0.355,5,-14.196,1,0.0328,3.42e-05,0.0865,0.724,180.258,180133,4,6zvul52xwTWzilBZl6BUbT,0.0,67.0,2001-03-05,alternative rock,3/18/2021
The Velvet Underground,The Velvet Underground & Nico 45th Anniversary,Sunday Morning,11607FzqoipskTsXrwEHnJ,0.506,0.442,5,-13.268,0,0.0276,0.00239,0.0846,0.532,105.826,175893,4,1nJvji2KIlWSseXRSlNYsC,64.0,61.0,1967-03-12,alternative rock,3/18/2021
T. Rex,Electric Warrior (Deluxe Edition),Jeepster,3ugLpAoE4uJv3CRyGCU77w,0.394,0.863,9,-6.239,1,0.101,0.0116,0.0609,0.907,193.552,247773,4,3dBVyJ7JuOMt4GE9607Qin,0.0,59.0,1971-09-24,album rock,3/18/2021
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster),Suffragette City - 2012 Remaster,3YZa4IzxK2UtEKTvdTgsi8,0.455,0.883,2,-9.159,1,0.0384,0,0.277,0.782,142.638,208413,4,0oSGxfWSnnOXhD2fKuz2Gy,61.0,76.0,1972-06-06,art rock,3/18/2021
David Bowie,The Man Who Sold the World (2015 Remaster),The Width of a Circle - 2015 Remaster,2o9VAWKD7yvnyrBRw9tzgH,0.383,0.43,9,-13.691,1,0.0383,0.0193,0.213,0.18,133.826,492493,4,0oSGxfWSnnOXhD2fKuz2Gy,45.0,76.0,1970-11-04,art rock,3/18/2021
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster),Rock 'n' Roll Suicide - 2012 Remaster,1k5iH4KDKi56MFvlnrALNV,0.457,0.308,0,-11.474,1,0.0398,1.64e-06,0.107,0.271,103.11,178266,3,0oSGxfWSnnOXhD2fKuz2Gy,59.0,76.0,1972-06-06,art rock,3/18/2021
T. Rex,Tanx (Deluxe Edition),Children Of The Revolution,6Vo8OXQXCabNPD4z4wp7Is,0.542,0.737,4,-7.988,0,0.0497,0,0.0681,0.762,130.473,150133,4,3dBVyJ7JuOMt4GE9607Qin,44.0,59.0,1973-03-16,album rock,3/18/2021
Roxy Music,Roxy Music,Virginia Plain,5ZgNecJcN9SSopnmCTlpXs,0.588,0.708,6,-7.823,1,0.0351,3.94e-05,0.293,0.579,131.197,178376,4,3fhOTtm0LBJ3Ojn4hIljLo,52.0,60.0,1972-06-01,album rock,3/18/2021
The Rolling Stones,Goats Head Soup,Star Star,5GBmfENGAlLXvuQDKtydaM,0.592,0.9,5,-8.302,1,0.0488,0.0358,0.195,0.861,141.785,265133,4,22bE4uQ6baNwSHPVcDxLCe,26.0,77.0,1973-08-31,british invasion,3/18/2021
Blondie,Parallel Lines,Sunday Girl,5v6VaqC8b4P7NcKb45W77j,0.587,0.756,9,-5.377,1,0.039,1.33e-05,0.221,0.801,146.111,186782,4,4tpUmLEVLCGFr93o8hFFIB,40.0,67.0,1978-09-23,candy pop,3/18/2021
The Cure,Three Imaginary Boys,Boys Don't Cry,1QFh8OH1e78dGd3VyJZCAC,0.462,0.836,11,-5.766,0,0.0621,0,0.18,0.671,168.766,155973,4,7bu3H8JO7d0UbMoVzbo70s,75.0,72.0,1979-05-11,new wave,3/18/2021
The Neighbourhood,Chip Chrome & The Mono-Tones (Deluxe),Stargazing,0VF7YLIxSQKyNiFL3X6MmN,0.512,0.483,0,-7.798,1,0.0298,0.0011,0.12,0.367,160.009,217027,4,77SW9BnxLY8rJ0RciFqkHh,77.0,82.0,2020-12-11,modern alternative rock,3/18/2021
Modest Mouse,We Were Dead Before The Ship Even Sank,Dashboard,0Fe3WxeO6lZZxj7ytvbDUh,0.639,0.903,11,-5.013,0,0.0371,7.06e-05,0.174,0.96,135.938,246173,4,1yAwtBaoHLEDWAnWR87hBT,63.0,62.0,2007-03-20,alternative rock,3/18/2021
Cage The Elephant,Tell Me I'm Pretty,Trouble,5n0CTysih20NYdT2S0Wpe8,0.47,0.623,0,-5.655,1,0.0302,0.000439,0.0992,0.298,77.861,225973,4,26T3LtbuGT1Fu9m0eRq5X3,73.0,73.0,2015-12-18,modern alternative rock,3/18/2021
alt-J,This Is All Yours,Left Hand Free,4iEOVEULZRvmzYSZY2ViKN,0.697,0.877,3,-4.465,1,0.0462,0.00943,0.083,0.802,101.99,173631,4,3XHO7cRUPCLOr6jwp8vsx5,70.0,69.0,2014-09-22,indie rock,3/18/2021
James,Laid,Laid,2CdS3DRqWR5LAhy4hM5X9W,0.457,0.909,0,-9.451,1,0.0317,0.000276,0.135,0.755,115.998,156667,4,0qLNsNKm8bQcMoRFkR8Hmh,69.0,59.0,1993,britpop,3/18/2021
New Order,Power Corruption and Lies,Age of Consent - 2015 Remaster,2EEinN4Zk8MUv4OQuLsTBj,0.372,0.91,2,-5.559,1,0.0392,0.0944,0.13,0.756,161.964,315333,4,0yNLKJebCb8Aueb54LYya3,65.0,64.0,1983-05-02,art rock,3/18/2021
The Clash,London Calling (Remastered),Train in Vain (Stand by Me) - Remastered,6ITuEsxEy2qPhqMowdDAeI,0.762,0.722,2,-8.712,1,0.0428,0.000368,0.132,0.966,122.769,194667,4,3RGLhK1IP9jnYFH4BRFJBS,66.0,69.0,1979,classic rock,3/08/21
Blur,Blur: The Best Of,Parklife,3mqRLlD9j92BBv1ueFhJ1l,0.632,0.877,4,-6.905,1,0.0606,0,0.328,0.749,138.391,187040,4,7MhMgCo0Bl0Kukl93PZbYS,57.0,66.0,2000-10-23,alternative rock,3/08/21
Mott The Hoople,All The Young Dudes (Expanded Edition),All the Young Dudes,0WNGPpmWqzPnk0psUhJ3SX,0.429,0.668,4,-7.539,0,0.044,0,0.538,0.398,77.737,211067,4,6ysQi6NI88X627t2srsWz6,64.0,48.0,1972,album rock,3/08/21
Violent Femmes,Violent Femmes: Deluxe Edition,Kiss Off,1g8TgfieW1i94RCS7aXk3n,0.661,0.662,4,-8.88,0,0.0931,0,0.131,0.825,87.119,176720,4,0rpMdBzQXf7aYRnu5fDBJy,0.0,57.0,1982,acoustic punk,3/08/21
Lou Reed,Transformer,Walk On the Wild Side,5p3JunprHCxClJjOmcLV8G,0.575,0.318,0,-16.729,1,0.109,0.000202,0.0934,0.385,104.522,254173,4,42TFhl7WlMRXiNqzSrnzPL,73.0,61.0,1972-12-01,art rock,3/08/21
T. Rex,Electric Warrior [Expanded & Remastered],Monolith - 2003 Remaster,7jLYNCaTmEe1OnhYhGtfeC,0.5,0.557,0,-10.54,1,0.0526,5.34e-05,0.0826,0.48,81.764,229560,4,3dBVyJ7JuOMt4GE9607Qin,40.0,59.0,1971-09-24,album rock,3/08/21
T. Rex,Electric Warrior [Expanded & Remastered],Life's a Gas - 2003 Remaster,1MU62iuv0tVWWVkqHcY1tx,0.611,0.348,7,-13.426,1,0.0492,4.09e-05,0.0902,0.8,124.822,144760,4,3dBVyJ7JuOMt4GE9607Qin,41.0,59.0,1971-09-24,album rock,3/08/21
Ramones,End of the Century (Expanded 2005 Remaster),Danny Says - 2002 Remaster,6kncyvw17p7zNhf37TrYRH,0.588,0.63,11,-8.818,1,0.0439,0.000871,0.0681,0.584,120.068,185413,4,1co4F2pPNH8JjTutZkmgSm,40.0,64.0,1980-02-04,classic rock,3/08/21
David Bowie,Low (2017 Remaster),Sound and Vision - 2017 Remaster,1vP2JEXRsGrFbwOZ0foOQ5,0.667,0.804,2,-8.583,1,0.0398,0.0544,0.0632,0.759,105.797,184382,4,0oSGxfWSnnOXhD2fKuz2Gy,62.0,76.0,1977,art rock,3/08/21
The Clash,London Calling (Remastered),Clampdown - Remastered,66MwdlxiFMZ8TJGLEJnS7x,0.676,0.723,2,-7.61,1,0.0931,8.72e-05,0.317,0.884,145.336,229213,4,3RGLhK1IP9jnYFH4BRFJBS,47.0,69.0,1979,classic rock,3/08/21
Lou Reed,Transformer,Vicious,4A48NL57P16zSRaq3yoYry,0.605,0.846,2,-7.755,1,0.0337,0.886,0.0526,0.952,124.247,176533,4,42TFhl7WlMRXiNqzSrnzPL,55.0,61.0,1972-12-01,art rock,3/08/21
The The,Soul Mining,This Is the Day,3FjYAj4hg5KiXpVAMjpLKq,0.561,0.871,10,-4.5,1,0.0531,0.000443,0.0694,0.539,141.638,297067,4,7cKtqv9cYVlOwnuCFH95ce,53.0,50.0,1983-03-13,art rock,3/08/21
Led Zeppelin,Houses of the Holy (Deluxe Edition),D'yer Mak'er - Remaster,4ItljeeAXtHsnsnnQojaO2,0.525,0.929,9,-8.56,0,0.0784,2.9e-05,0.0754,0.556,163.503,262748,4,36QJpDe2go2KgaRleHCDTp,67.0,75.0,1973-03-28,album rock,3/08/21
The Clash,London Calling (Remastered),Rudie Can't Fail - Remastered,4W9zZsQKsqikYbKM9vcN5Q,0.636,0.684,6,-9.37,0,0.0596,0,0.0402,0.684,96.989,208867,4,3RGLhK1IP9jnYFH4BRFJBS,52.0,69.0,1979,classic rock,3/08/21
Cage The Elephant,Melophobia,Cigarette Daydreams,2tznHmp70DxMyr2XhWLOW0,0.636,0.676,2,-3.442,1,0.0263,0,0.0831,0.273,113.98,208760,4,26T3LtbuGT1Fu9m0eRq5X3,79.0,73.0,2013-10-08,modern alternative rock,3/08/21
Cage The Elephant,Thank You Happy Birthday,Shake Me Down,1Hb1IJ9bBCa6wo3fRtexnJ,0.457,0.613,9,-5.756,1,0.0295,0.000406,0.0711,0.132,105.111,211373,4,26T3LtbuGT1Fu9m0eRq5X3,61.0,73.0,2011-01-10,modern alternative rock,3/08/21
Tame Impala,Lonerism,Elephant,6qZjm61s6u8Ead9sWxCDro,0.598,0.553,9,-6.742,0,0.0397,0.157,0.257,0.533,123.075,211227,4,5INjqkS1o8h1imAzPqGZBb,72.0,77.0,2012-01-01,australian psych,3/08/21
Circa Waves,Young Chasers,T-Shirt Weather,1gR9y60Vr70iUtfC61JIXH,0.422,0.95,4,-4.603,1,0.0661,1.1e-05,0.245,0.472,160.02,192120,4,6hl5k4gLl1p3sjhHcb57t2,56.0,55.0,2015-09-01,britpop revival,2/23/2021
